x	y	z	L	slope
372533.322331	7647005.152302	659.664340	3579.379389	18.559763
372543.322331	7647005.152132	657.429344	3589.379389	18.559763
372553.322331	7647005.151953	655.416564	3599.379389	18.559763
372563.322331	7647005.151773	653.403784	3609.379389	18.559763
372573.322331	7647005.151594	651.391004	3619.379389	18.559763
372583.322331	7647005.151414	649.378224	3629.379389	18.559763
372593.322331	7647005.151235	647.365444	3639.379389	18.559763
372603.322331	7647005.151055	645.352664	3649.379389	18.559763
372613.322331	7647005.150876	643.339884	3659.379389	18.559763
372623.213035	7647006.616642	641.410566	3669.378113	18.559763
372633.097870	7647008.126858	639.483705	3679.377649	18.559763
372642.926655	7647009.969406	637.574849	3689.377649	18.559763
372652.755440	7647011.811954	635.665993	3699.377649	18.559763
372662.620353	7647013.417395	633.752824	3709.372345	18.559763
372672.551872	7647014.585694	631.831703	3719.372345	18.559763
372682.483392	7647015.753992	629.910583	3729.372345	18.559763
372692.414911	7647016.922291	627.989462	3739.372345	18.559763
372702.346431	7647018.090590	626.068342	3749.372345	18.559763
372712.277950	7647019.258888	624.147221	3759.372345	18.559763
372722.211709	7647020.405707	622.222395	3769.372083	18.559763
372732.170657	7647021.310890	620.255883	3779.372083	18.559763
372742.129605	7647022.216073	618.289372	3789.372083	18.559763
372752.088552	7647023.121256	616.322860	3799.372083	18.559763
372762.047500	7647024.026439	614.356349	3809.372083	18.559763
372772.003766	7647024.867874	612.378876	3819.363842	18.559763
372781.851481	7647023.129335	609.957804	3829.363842	18.559763
372791.699195	7647021.390796	607.536731	3839.363842	18.559763
372801.546910	7647019.652257	605.115658	3849.363842	18.559763
372811.399628	7647017.945051	602.697454	3859.363372	18.559763
372821.299054	7647016.530358	600.306035	3869.363372	18.559763
372831.198481	7647015.115666	597.914616	3879.363372	18.559763
372841.126258	7647014.099892	595.589219	3889.342979	18.559763
372851.126258	7647014.100333	593.432005	3899.342979	18.559763
372861.126258	7647014.100774	591.274791	3909.342979	18.559763
372871.126258	7647014.101215	589.117577	3919.342979	18.559763
372881.126258	7647014.101655	586.960363	3929.342979	18.559763
372891.126258	7647014.102096	584.803149	3939.342979	18.559763
372901.126258	7647014.102533	582.658177	3949.342979	18.559763
372911.126258	7647014.102951	580.575550	3959.342979	18.559763
372921.126258	7647014.103368	578.492922	3969.342979	18.559763
372931.126258	7647014.103786	576.410295	3979.342979	18.559763
372941.126258	7647014.104204	574.327668	3989.342979	18.559763
372951.126258	7647014.104621	572.245040	3999.342979	18.559763
372961.121959	7647014.168370	570.161642	4009.338883	18.559763
372971.030279	7647015.519371	568.062563	4019.338883	18.559763
372980.938598	7647016.870371	565.963484	4029.338883	18.559763
372990.839747	7647018.270124	563.866491	4039.338486	18.559763
373000.717426	7647019.829438	561.776320	4049.338486	18.559763
373010.595105	7647021.388753	559.686150	4059.338486	18.559763
373020.472783	7647022.948067	557.595980	4069.338486	18.559763
373030.397829	7647024.044910	555.401407	4079.323955	18.559763
373040.386521	7647024.520342	553.066551	4089.323955	18.559763
373050.375213	7647024.995775	550.731695	4099.323955	18.559763
373060.363905	7647025.471207	548.396839	4109.323955	18.559763
373070.352596	7647025.946639	546.061984	4119.323955	18.559763
373080.341288	7647026.422079	543.722915	4129.323955	18.559763
373090.329978	7647026.897539	541.372866	4139.323955	18.559763
373100.318669	7647027.372998	539.022818	4149.323955	18.559763
373110.307359	7647027.848458	536.672770	4159.323955	18.559763
373120.296050	7647028.323918	534.322721	4169.323955	18.559763
373130.267008	7647029.055552	531.983524	4179.321719	18.559763
373140.225939	7647029.960912	529.651685	4189.321719	18.559763
373150.184871	7647030.866271	527.319846	4199.321719	18.559763
373160.143803	7647031.771631	524.988008	4209.321719	18.559763
373170.099738	7647032.708391	522.642911	4219.321627	18.559763
373180.050113	7647033.703394	520.273224	4229.321627	18.559763
373190.000488	7647034.698397	517.903537	4239.321627	18.559763
373199.950864	7647035.693399	515.533849	4249.321627	18.559763
373209.901239	7647036.688402	513.164162	4259.321627	18.559763
373219.859260	7647037.579773	510.797352	4269.319463	18.559763
373229.847925	7647038.055773	508.442078	4279.319463	18.559763
373239.836589	7647038.531773	506.086803	4289.319463	18.559763
373249.825254	7647039.007772	503.731528	4299.319463	18.559763
373259.817194	7647039.395246	501.378404	4309.318912	18.559763
373269.813728	7647039.658501	499.028296	4319.318912	18.559763
373279.810262	7647039.921756	496.678188	4329.318912	18.559763
373289.806796	7647040.185011	494.328080	4339.318912	18.559763
